Date,Price,Open,High,Low,Vol.,Change %,
11-Oct-13,140.1,140.4,141.9,138.9,7.25K,-0.22%,1182
10-Oct-13,140.4,139.5,141.7,138.5,11.08K,0.65%,1181
9-Oct-13,139.5,136.5,142.1,135.8,17.49K,2.21%,1180
8-Oct-13,136.5,135.8,137.8,135.6,5.23K,0.51%,1179
7-Oct-13,135.8,137.8,139,135.1,7.36K,-1.45%,1178
6-Oct-13,137.8,136.7,138,134.1,4.89K,0.80%,1177
5-Oct-13,136.7,136.8,138,135.3,5.00K,-0.09%,1176
4-Oct-13,136.8,131,139.8,128.5,18.51K,4.45%,1175
3-Oct-13,131,123,132,120.1,35.27K,6.50%,1174
2-Oct-13,123,140.3,141.9,109.7,111.32K,-12.33%,1173
1-Oct-13,140.3,141.9,144.4,139.4,9.57K,-1.13%,1172
30-Sep-13,141.9,143.9,145.8,138.1,14.63K,-1.38%,1171
29-Sep-13,143.9,142.5,145.8,141.4,18.10K,0.97%,1170
28-Sep-13,142.5,138.9,143,138,13.66K,2.57%,1169
27-Sep-13,138.9,137.1,142.7,134.8,27.14K,1.33%,1168
26-Sep-13,137.1,135,139,134.7,6.54K,1.56%,1167
25-Sep-13,135,134.8,138,134.7,9.52K,0.16%,1166
24-Sep-13,134.8,133.4,136.6,132.5,8.58K,1.03%,1165
23-Sep-13,133.4,134,135,132,6.00K,-0.45%,1164
22-Sep-13,134,134.4,135,131,5.89K,-0.28%,1163
21-Sep-13,134.4,133.8,136,132,5.09K,0.43%,1162
20-Sep-13,133.8,135.1,137.3,131,11.05K,-0.92%,1161
19-Sep-13,135.1,140.4,141.2,131.1,21.02K,-3.82%,1160
18-Sep-13,140.4,139.1,142,139,9.49K,0.91%,1159
17-Sep-13,139.1,139.4,141.4,138,9.64K,-0.19%,1158
16-Sep-13,139.4,138.3,142.2,137.9,10.61K,0.81%,1157
15-Sep-13,138.3,136.7,141,135,6.44K,1.16%,1156
14-Sep-13,136.7,140.7,142,136.5,8.90K,-2.81%,1155
13-Sep-13,140.7,139.4,145.6,137.8,20.12K,0.94%,1154
12-Sep-13,139.4,142.1,145.5,137.5,20.53K,-1.94%,1153
11-Sep-13,142.1,132.6,145.9,127.5,41.56K,7.15%,1152
10-Sep-13,132.6,133.1,136,131.4,8.88K,-0.36%,1151
9-Sep-13,133.1,126.3,137.5,124,29.69K,5.37%,1150
8-Sep-13,126.3,129,129.9,124.1,7.35K,-2.07%,1149
7-Sep-13,129,121.9,131,121.3,14.19K,5.82%,1148
6-Sep-13,121.9,130.2,134,121.9,19.17K,-6.37%,1147
5-Sep-13,130.2,132.5,138,127.2,27.03K,-1.74%,1146
4-Sep-13,132.5,144,145.8,130.1,28.75K,-7.98%,1145
3-Sep-13,144,144,148.9,142.2,17.00K,0.00%,1144
2-Sep-13,144,146,148.5,142.1,10.65K,-1.38%,1143
1-Sep-13,146,141,147.3,141,14.10K,3.55%,1142
31-Aug-13,141,138,148.7,135.9,31.15K,2.15%,1141
30-Aug-13,138,129.3,142.8,128.6,46.07K,6.75%,1140
29-Aug-13,129.3,128.8,131.2,128.2,8.22K,0.42%,1139
28-Aug-13,128.8,131.3,131.7,128,12.56K,-1.93%,1138
27-Aug-13,131.3,120.1,133,120,53.85K,9.34%,1137
26-Aug-13,120.1,122.1,123,119.9,11.44K,-1.67%,1136
25-Aug-13,122.1,119.6,123,119.1,7.44K,2.10%,1135
24-Aug-13,119.6,118.5,121.4,118,8.96K,0.92%,1134
23-Aug-13,118.5,122,122,118.4,19.47K,-2.86%,1133
22-Aug-13,122,123.3,124.5,120.5,13.96K,-1.05%,1132
21-Aug-13,123.3,121.2,125,119.7,30.64K,1.73%,1131
20-Aug-13,121.2,118.5,123,116.8,24.29K,2.28%,1130
19-Aug-13,118.5,113.4,123.8,111.8,53.07K,4.52%,1129
18-Aug-13,113.4,112.8,114.7,112,9.62K,0.56%,1128
17-Aug-13,112.8,109,114,108.2,12.78K,3.45%,1127
16-Aug-13,109,110,112.3,108.2,13.54K,-0.91%,1126
15-Aug-13,110,112.6,113.3,108.8,15.86K,-2.28%,1125
14-Aug-13,112.6,109.6,115,108,50.57K,2.70%,1124
13-Aug-13,109.6,106.8,109.6,104.5,18.75K,2.61%,1123
12-Aug-13,106.8,105,108.1,103.5,20.08K,1.72%,1122
11-Aug-13,105,103,105.2,102.7,8.17K,1.94%,1121
10-Aug-13,103,102.8,103.9,102.4,4.00K,0.19%,1120
9-Aug-13,102.8,103.1,105.8,101.9,12.04K,-0.24%,1119
8-Aug-13,103.1,106,106.7,101,24.02K,-2.77%,1118
7-Aug-13,106,106.6,107,105.2,7.72K,-0.53%,1117
6-Aug-13,106.6,106.7,107.5,105.1,13.41K,-0.15%,1116
5-Aug-13,106.7,105.1,107.8,105,15.44K,1.52%,1115
4-Aug-13,105.1,104.9,106,103.5,6.38K,0.16%,1114
3-Aug-13,104.9,104.5,105.9,102,8.90K,0.43%,1113
2-Aug-13,104.5,104,108,101.2,27.50K,0.48%,1112
1-Aug-13,104,106.2,108,103,15.02K,-2.08%,1111
31-Jul-13,106.2,108,111.7,103.6,45.50K,-1.62%,1110
30-Jul-13,108,101.5,108,100.5,27.85K,6.39%,1109
29-Jul-13,101.5,98.8,102.8,98.4,24.74K,2.73%,1108
28-Jul-13,98.8,94.4,100.6,94,42.23K,4.64%,1107
27-Jul-13,94.4,96,97,93,15.12K,-1.69%,1106
26-Jul-13,96,96.9,97.5,96,11.15K,-0.96%,1105
25-Jul-13,96.9,95.1,97.5,93.6,22.51K,1.96%,1104
24-Jul-13,95.1,95.6,96,92.3,14.60K,-0.49%,1103
23-Jul-13,95.6,91.6,97.1,91.6,24.61K,4.32%,1102
22-Jul-13,91.6,92,92,89.8,9.10K,-0.43%,1101
21-Jul-13,92,89.8,92,88,8.77K,2.43%,1100
20-Jul-13,89.8,92,93.1,89.3,9.43K,-2.37%,1099
19-Jul-13,92,90.1,95.2,87.6,27.68K,2.14%,1098
18-Jul-13,90.1,98.5,98.8,86.2,59.50K,-8.56%,1097
17-Jul-13,98.5,97.1,100,96.2,17.27K,1.44%,1096
16-Jul-13,97.1,98.9,100.7,96,16.53K,-1.81%,1095
15-Jul-13,98.9,94.4,101.9,93.1,34.51K,4.73%,1094
14-Jul-13,94.4,98.3,99,92.9,12.34K,-3.97%,1093
13-Jul-13,98.3,94,98.3,87.8,34.46K,4.61%,1092
12-Jul-13,94,89,104.2,88,101.55K,5.63%,1091
11-Jul-13,89,88,90.7,85,35.57K,1.11%,1090
10-Jul-13,88,76.7,89.8,75.5,60.07K,14.73%,1089
9-Jul-13,76.7,76,78.3,72.5,32.52K,0.92%,1088
8-Jul-13,76,76.5,80,72.5,58.99K,-0.65%,1087
7-Jul-13,76.5,69.7,77,66.6,42.95K,9.82%,1086
6-Jul-13,69.7,68.5,75,66.8,41.04K,1.69%,1085
5-Jul-13,68.5,80,80.6,65.4,91.06K,-14.42%,1084
4-Jul-13,80,78.9,84.3,72,63.55K,1.46%,1083
3-Jul-13,78.9,90.4,91.2,76,73.62K,-12.74%,1082
2-Jul-13,90.4,88.1,92.6,87.5,27.77K,2.68%,1081
1-Jul-13,88.1,97.5,98.2,86,53.17K,-9.70%,1080
30-Jun-13,97.5,95,98.1,93.8,8.58K,2.64%,1079
29-Jun-13,95,94.7,100.4,93,25.54K,0.36%,1078
28-Jun-13,94.7,101.7,101.8,92.3,47.77K,-6.96%,1077
27-Jun-13,101.7,104,104,100.1,14.73K,-2.17%,1076
26-Jun-13,104,103.3,105.5,101.8,13.23K,0.65%,1075
25-Jun-13,103.3,102.1,110,100,93.71K,1.21%,1074
24-Jun-13,102.1,107.9,108.3,100.8,28.90K,-5.38%,1073
23-Jun-13,107.9,108.2,109,106.2,11.05K,-0.28%,1072
22-Jun-13,108.2,109.5,110,107.5,7.28K,-1.19%,1071
21-Jun-13,109.5,111.3,115,107.6,38.08K,-1.61%,1070
20-Jun-13,111.3,108.3,114.5,107.1,43.09K,2.81%,1069
19-Jun-13,108.3,107.3,111,104.7,17.57K,0.84%,1068
18-Jun-13,107.3,101.9,113.3,101,60.61K,5.30%,1067
17-Jun-13,101.9,99.9,102.4,98.9,15.19K,2.05%,1066
16-Jun-13,99.9,99.8,101.8,98.9,8.66K,0.10%,1065
15-Jun-13,99.8,100,103.7,97.5,22.53K,-0.20%,1064
14-Jun-13,100,103.9,104.7,97.1,36.05K,-3.80%,1063
13-Jun-13,103.9,108.8,110.3,100.3,30.44K,-4.44%,1062
12-Jun-13,108.8,109,112.3,106,17.70K,-0.20%,1061
11-Jun-13,109,106.3,109.6,103.2,16.13K,2.49%,1060
10-Jun-13,106.3,100.4,110.6,95,64.32K,5.88%,1059
9-Jun-13,100.4,107.9,109,88,149.43K,-6.91%,1058
8-Jun-13,107.9,111,113.2,107,17.22K,-2.80%,1057
7-Jun-13,111,119,119.1,106.2,65.77K,-6.70%,1056
6-Jun-13,119,121.9,123.3,117,22.10K,-2.40%,1055
5-Jun-13,121.9,121.4,123.5,119.5,16.64K,0.41%,1054
4-Jun-13,121.4,120.7,124,118.8,21.95K,0.55%,1053
3-Jun-13,120.7,122.5,122.8,115.1,28.90K,-1.44%,1052
2-Jun-13,122.5,129.3,130.1,115,101.14K,-5.26%,1051
1-Jun-13,129.3,128.8,129.8,127.1,6.36K,0.37%,1050
31-May-13,128.8,128.8,130,126.3,16.58K,0.00%,1049
30-May-13,128.8,132.3,132.4,126.5,24.70K,-2.61%,1048
29-May-13,132.3,129,132.7,127.6,19.25K,2.52%,1047
28-May-13,129,129.8,130.6,125.4,22.80K,-0.59%,1046
27-May-13,129.8,133.5,135.5,124,46.83K,-2.79%,1045
26-May-13,133.5,132,136,130.6,23.36K,1.14%,1044
25-May-13,132,133.1,133.5,128.2,16.84K,-0.83%,1043
24-May-13,133.1,126.3,134,125.4,48.77K,5.38%,1042
23-May-13,126.3,123.8,126.9,123,22.12K,2.02%,1041
22-May-13,123.8,122.9,124.5,122,18.31K,0.74%,1040
21-May-13,122.9,122,123.1,121.1,13.39K,0.71%,1039
20-May-13,122,122.5,123.7,120.1,17.32K,-0.39%,1038
19-May-13,122.5,123.2,124.5,119.5,20.57K,-0.58%,1037
18-May-13,123.2,123.5,125.3,122.3,22.65K,-0.23%,1036
17-May-13,123.5,118.2,125.6,116.6,79.12K,4.48%,1035
16-May-13,118.2,114.2,119,112.1,45.23K,3.49%,1034
15-May-13,114.2,111.4,116.4,103,117.97K,2.53%,1033
14-May-13,111.4,118,119.8,109.4,87.78K,-5.58%,1032
13-May-13,118,114.8,118.9,114.5,26.18K,2.75%,1031
12-May-13,114.8,115.6,117.5,112.4,20.60K,-0.71%,1030
11-May-13,115.6,117.7,118.7,113,28.04K,-1.75%,1029
10-May-13,117.7,112.8,122.5,111.5,77.48K,4.34%,1028
9-May-13,112.8,113.2,113.7,108.8,26.95K,-0.35%,1027
8-May-13,113.2,109.6,116.8,109.5,61.72K,3.28%,1026
7-May-13,109.6,112.3,114,97.5,139.67K,-2.36%,1025
6-May-13,112.3,116,124.9,106,150.07K,-3.22%,1024
5-May-13,116,112.9,118.8,107,84.21K,2.73%,1023
4-May-13,112.9,98.1,116.3,92,132.62K,15.09%,1022
3-May-13,98.1,106.3,109,79,246.48K,-7.67%,1021
2-May-13,106.3,116.4,126.9,91.1,234.17K,-8.70%,1020
1-May-13,116.4,139.2,140.1,104,180.01K,-16.41%,1019
30-Apr-13,139.2,144,146.9,134,65.23K,-3.31%,1018
29-Apr-13,144,134.4,149.1,133,70.21K,7.11%,1017
28-Apr-13,134.4,128,136.7,127.5,27.52K,5.03%,1016
27-Apr-13,128,136.9,139.9,122.7,59.88K,-6.50%,1015
26-Apr-13,136.9,141.7,145,121.4,129.01K,-3.39%,1014
25-Apr-13,141.7,154.2,162,120.1,187.65K,-8.10%,1013
24-Apr-13,154.2,143.5,166.4,141,225.90K,7.47%,1012
23-Apr-13,143.5,127.4,144,125,116.15K,12.62%,1011
22-Apr-13,127.4,119.2,127.4,118.5,59.15K,6.88%,1010
21-Apr-13,119.2,126.6,130.5,110,99.13K,-5.86%,1009
20-Apr-13,126.6,118.5,132,115,74.36K,6.87%,1008
19-Apr-13,118.5,109,136.4,105.5,257.17K,8.69%,1007
18-Apr-13,109,93.1,113,86,172.98K,17.13%,1006
17-Apr-13,93.1,68.4,98.8,63.3,327.63K,36.15%,1005
16-Apr-13,68.4,82.4,84.5,50,572.35K,-17.03%,1004
15-Apr-13,82.4,90,102,71.5,236.67K,-8.46%,1003
14-Apr-13,90,93,110,84.4,166.28K,-3.23%,1002
13-Apr-13,93,117,130,85.5,238.35K,-20.51%,1001
12-Apr-13,117,124.9,140,54.3,556.47K,-6.33%,1000
11-Apr-13,124.9,165,188.7,110.2,118.75K,-24.30%,999
10-Apr-13,165,230,266,105,190.18K,-28.26%,998
9-Apr-13,230,187.5,240.1,186.5,105.84K,22.67%,997
8-Apr-13,187.5,162.3,194.9,162.6,114.25K,15.53%,996
7-Apr-13,162.3,142.6,164.9,142.6,60.96K,13.79%,995
6-Apr-13,142.6,142.3,143.9,139.5,18.29K,0.22%,994
5-Apr-13,142.3,132.1,144.9,130.2,68.59K,7.72%,993
4-Apr-13,132.1,135,142.1,116.4,88.36K,-2.13%,992
3-Apr-13,135,118,147,110,152.71K,14.43%,991
2-Apr-13,118,104,118.4,99,81.29K,13.44%,990
1-Apr-13,104,93,106,92.2,90.56K,11.79%,989
31-Mar-13,93,92.2,93.8,91,21.13K,0.91%,988
30-Mar-13,92.2,90.5,95,87,37.29K,1.87%,987
29-Mar-13,90.5,86.2,93.1,83,83.18K,5.01%,986
28-Mar-13,86.2,88.9,95.7,75,140.26K,-3.08%,985
27-Mar-13,88.9,78.5,89.5,78.4,72.23K,13.27%,984
26-Mar-13,78.5,73.6,79.7,73.1,56.67K,6.66%,983
25-Mar-13,73.6,71.5,78,69.5,79.74K,2.94%,982
24-Mar-13,71.5,64.3,72.5,62.7,42.02K,11.11%,981
23-Mar-13,64.3,69.9,70.5,52.3,150.46K,-7.90%,980
22-Mar-13,69.9,70.8,73.8,65,73.20K,-1.38%,979
21-Mar-13,70.8,64.5,74.9,63.1,94.31K,9.86%,978
20-Mar-13,64.5,59.1,66,57.7,93.14K,9.05%,977
19-Mar-13,59.1,51.6,62,50,111.70K,14.61%,976
18-Mar-13,51.6,47.4,52.9,47.1,65.31K,8.86%,975
17-Mar-13,47.4,47,47.7,46.8,13.94K,0.85%,974
16-Mar-13,47,47,47.4,46.3,16.32K,0.00%,973
15-Mar-13,47,47.2,47.5,46.4,20.29K,-0.47%,972
14-Mar-13,47.2,46.9,48,46,37.04K,0.53%,971
13-Mar-13,46.9,44.3,47.3,43.8,49.52K,5.94%,970
12-Mar-13,44.3,48.4,48.4,36.7,183.41K,-8.49%,969
11-Mar-13,48.4,46,48.5,45.5,41.39K,5.22%,968
10-Mar-13,46,46.8,48,45.5,36.36K,-1.81%,967
9-Mar-13,46.8,44.2,47,43.4,44.48K,6.04%,966
8-Mar-13,44.2,42,44.5,41,47.10K,5.19%,965
7-Mar-13,42,41,45.5,33.3,157.32K,2.39%,964
6-Mar-13,41,40.3,49.1,40.1,126.45K,1.71%,963
5-Mar-13,40.3,36.2,40.7,36.2,85.43K,11.56%,962
4-Mar-13,36.2,34.5,36.7,34.2,46.77K,4.78%,961
3-Mar-13,34.5,34.3,34.5,33.8,12.53K,0.73%,960
2-Mar-13,34.3,34.5,34.8,33.2,36.66K,-0.72%,959
1-Mar-13,34.5,33.4,34.9,32.9,39.79K,3.36%,958
28-Feb-13,33.4,30.9,34.5,30.9,126.52K,8.03%,957
27-Feb-13,30.9,31.1,31.6,30.8,30.47K,-0.64%,956
26-Feb-13,31.1,30.4,31.7,30.1,42.86K,2.30%,955
25-Feb-13,30.4,29.9,30.4,29.5,26.78K,1.71%,954
24-Feb-13,29.9,29.8,30.4,29.2,24.28K,0.30%,953
23-Feb-13,29.8,30.3,30.7,28,72.28K,-1.49%,952
22-Feb-13,30.3,29.8,31.3,29.7,66.95K,1.68%,951
21-Feb-13,29.8,29.6,30,29.3,34.73K,0.34%,950
20-Feb-13,29.6,29.4,29.9,29,37.21K,0.78%,949
19-Feb-13,29.4,27,29.6,26.8,99.70K,9.17%,948
18-Feb-13,27,26.8,27.1,26.4,29.74K,0.52%,947
17-Feb-13,26.8,27.2,27.4,25,77.04K,-1.51%,946
16-Feb-13,27.2,27.1,27.5,26.8,18.83K,0.44%,945
15-Feb-13,27.1,27.2,27.5,26.1,51.71K,-0.44%,944
14-Feb-13,27.2,24.2,27.6,21.7,145.74K,12.48%,943
13-Feb-13,24.2,25.2,26.3,24.2,90.15K,-3.85%,942
12-Feb-13,25.2,24.6,25.8,24.3,74.24K,2.11%,941
11-Feb-13,24.6,24,24.7,23.6,29.53K,2.84%,940
10-Feb-13,24,23.6,24.1,22.7,56.43K,1.35%,939
9-Feb-13,23.6,22.7,24,22.6,38.13K,4.37%,938
8-Feb-13,22.7,22.1,22.8,22,48.65K,2.30%,937
7-Feb-13,22.1,21.2,22.2,20.8,64.26K,4.58%,936
6-Feb-13,21.2,20.6,21.3,20.6,51.99K,2.82%,935
5-Feb-13,20.6,20.4,20.8,20.2,29.21K,0.83%,934
4-Feb-13,20.4,20.6,21,19.9,52.22K,-0.78%,933
3-Feb-13,20.6,19.6,20.9,19.4,34.24K,4.89%,932
2-Feb-13,19.6,20.5,20.5,18,80.50K,-4.24%,931
1-Feb-13,20.5,20.4,21.1,20.3,49.92K,0.44%,930
31-Jan-13,20.4,19.7,21.4,19.5,99.23K,3.60%,929
30-Jan-13,19.7,19.5,19.8,19.1,45.07K,0.87%,928
29-Jan-13,19.5,18.7,19.8,18.7,86.08K,4.33%,927
28-Jan-13,18.7,17.8,18.9,17.8,57.67K,5.05%,926
27-Jan-13,17.8,17.9,18,17.2,23.77K,-0.34%,925
26-Jan-13,17.9,17.4,17.9,16.5,34.81K,2.76%,924
25-Jan-13,17.4,16.9,17.8,15.4,80.77K,2.96%,923
24-Jan-13,16.9,17.5,19.2,15.6,172.01K,-3.43%,922
23-Jan-13,17.5,17.3,17.6,16.8,49.44K,1.39%,921
22-Jan-13,17.3,16.8,17.6,16.6,60.98K,2.74%,920
21-Jan-13,16.8,15.7,17,15.6,61.50K,7.01%,919
20-Jan-13,15.7,15.6,15.9,15.5,25.98K,0.51%,918
19-Jan-13,15.6,15.7,15.8,15.3,34.59K,-0.51%,917
18-Jan-13,15.7,15.5,16,15.4,56.10K,1.29%,916
17-Jan-13,15.5,14.7,15.7,14.6,65.49K,5.23%,915
16-Jan-13,14.7,14.3,14.7,14.2,45.53K,3.37%,914
15-Jan-13,14.3,14.3,14.5,14,51.57K,-0.35%,913
14-Jan-13,14.3,14.1,14.4,14.1,22.10K,1.27%,912
13-Jan-13,14.1,14.2,14.3,13.9,38.33K,-0.84%,911
12-Jan-13,14.2,14.1,14.3,14,26.93K,0.71%,910
11-Jan-13,14.1,14.1,14.4,13.9,40.44K,0.00%,909
10-Jan-13,14.1,13.8,14.3,13.8,51.81K,2.69%,908
9-Jan-13,13.8,13.7,13.9,13.6,28.61K,0.00%,907
8-Jan-13,13.7,13.6,13.9,13.5,42.80K,1.10%,906
7-Jan-13,13.6,13.4,13.6,13.4,25.48K,1.04%,905
6-Jan-13,13.4,13.4,13.5,13.4,12.74K,0.00%,904
5-Jan-13,13.4,13.5,13.6,13.3,21.33K,-0.44%,903
4-Jan-13,13.5,13.4,13.5,13.3,29.64K,0.75%,902
3-Jan-13,13.4,13.3,13.5,13.3,18.03K,0.90%,901
2-Jan-13,13.3,13.3,13.4,13.2,17.97K,0.00%,900
1-Jan-13,13.3,13.5,13.6,13.2,28.41K,-1.55%,899
31-Dec-12,13.5,13.4,13.6,13.4,15.05K,0.45%,898
30-Dec-12,13.4,13.4,13.6,13.4,11.76K,0.37%,897
29-Dec-12,13.4,13.4,13.7,13.3,26.15K,0.00%,896
28-Dec-12,13.4,13.4,13.6,13.3,23.81K,0.00%,895
27-Dec-12,13.4,13.5,13.5,13.3,19.82K,-0.37%,894
26-Dec-12,13.5,13.4,13.5,13.2,15.84K,0.90%,893
25-Dec-12,13.4,13.4,13.4,13.1,13.17K,0.00%,892
24-Dec-12,13.4,13.3,13.4,13.2,16.69K,0.53%,891
23-Dec-12,13.3,13.4,13.5,13,23.98K,-0.45%,890
22-Dec-12,13.4,13.5,13.6,13.3,14.78K,-0.96%,889
21-Dec-12,13.5,13.5,13.6,13.4,25.33K,0.00%,888
20-Dec-12,13.5,13.6,13.7,13.3,32.98K,-0.59%,887
19-Dec-12,13.6,13.3,13.6,13.2,38.81K,2.26%,886
18-Dec-12,13.3,13.3,13.4,13.1,23.22K,0.38%,885
17-Dec-12,13.3,13.3,13.5,12.8,63.63K,-0.38%,884
16-Dec-12,13.3,13.5,13.7,13.1,42.76K,-1.41%,883
15-Dec-12,13.5,13.6,13.6,13.4,15.19K,-0.81%,882
14-Dec-12,13.6,13.7,13.9,13,70.14K,-0.73%,881
13-Dec-12,13.7,13.7,13.8,13.5,24.20K,0.00%,880
12-Dec-12,13.7,13.6,13.8,13.3,37.68K,1.03%,879
11-Dec-12,13.6,13.4,13.7,13.3,28.05K,0.97%,878
10-Dec-12,13.4,13.4,13.6,13.3,24.67K,0.00%,877
9-Dec-12,13.4,13.4,13.5,13,28.17K,0.00%,876
8-Dec-12,13.4,13.5,13.6,13.4,13.17K,-0.59%,875
7-Dec-12,13.5,13.3,13.6,13,32.80K,1.50%,874
6-Dec-12,13.3,13.4,13.7,12.9,46.56K,-0.60%,873
5-Dec-12,13.4,13.4,13.4,13.1,29.80K,0.00%,872
4-Dec-12,13.4,12.7,13.5,12.6,63.25K,5.76%,871
3-Dec-12,12.7,12.5,12.7,12.5,26.76K,1.44%,870
2-Dec-12,12.5,12.6,12.7,12.4,14.01K,-0.48%,869
1-Dec-12,12.6,12.6,12.7,12.5,14.70K,0.00%,868
30-Nov-12,12.6,12.4,12.6,12.4,24.35K,0.96%,867
29-Nov-12,12.4,12.4,12.6,12.1,26.51K,0.81%,866
28-Nov-12,12.4,12.2,12.4,12.1,30.69K,1.23%,865
27-Nov-12,12.2,12.3,12.3,11.9,33.20K,-0.41%,864
26-Nov-12,12.3,12.5,12.6,11.9,35.91K,-1.84%,863
25-Nov-12,12.5,12.4,12.6,12.3,24.02K,0.56%,862
24-Nov-12,12.4,12.4,12.5,12.3,19.57K,0.49%,861
23-Nov-12,12.4,12.4,12.4,12.1,18.97K,-0.56%,860
22-Nov-12,12.4,11.8,12.4,11.7,58.30K,5.52%,859
21-Nov-12,11.8,11.7,11.8,11.6,19.23K,0.00%,858
20-Nov-12,11.7,11.8,11.8,11.6,27.22K,-0.59%,857
19-Nov-12,11.8,11.6,11.8,11.6,25.20K,1.29%,856
18-Nov-12,11.6,11.8,11.8,11.6,15.51K,-1.19%,855
17-Nov-12,11.8,11.8,11.8,11.5,19.11K,0.00%,854
16-Nov-12,11.8,11.2,11.8,11.2,58.25K,4.91%,853
15-Nov-12,11.2,10.9,11.3,10.9,31.90K,2.28%,852
14-Nov-12,10.9,10.9,11.1,10.8,24.54K,0.00%,851
13-Nov-12,10.9,11,11.1,10.9,16.76K,-0.54%,850
12-Nov-12,11,10.9,11.2,10.8,39.22K,1.29%,849
11-Nov-12,10.9,10.9,10.9,10.7,12.63K,0.00%,848
10-Nov-12,10.9,10.8,11,10.8,13.49K,0.65%,847
9-Nov-12,10.8,10.9,11,10.8,14.73K,-1.01%,846
8-Nov-12,10.9,10.9,11.1,10.8,26.06K,0.00%,845
7-Nov-12,10.9,10.9,11.2,10.8,31.73K,0.00%,844
6-Nov-12,10.9,10.8,10.9,10.7,27.00K,1.40%,843
5-Nov-12,10.8,10.8,10.9,10.6,21.78K,-0.46%,842
4-Nov-12,10.8,10.6,10.9,10.5,16.75K,1.50%,841
3-Nov-12,10.6,10.5,10.6,10.4,16.73K,1.62%,840
2-Nov-12,10.5,10.6,10.8,10.3,24.49K,-0.95%,839
1-Nov-12,10.6,11.2,11.3,10.4,50.36K,-5.63%,838
31-Oct-12,11.2,10.9,11.2,10.7,40.67K,2.85%,837
30-Oct-12,10.9,10.6,10.9,10.6,26.02K,2.74%,836
29-Oct-12,10.6,10.7,10.9,10.3,37.58K,-0.93%,835
28-Oct-12,10.7,10.3,10.9,10.3,22.39K,4.29%,834
27-Oct-12,10.3,10.2,10.8,9.8,47.87K,0.88%,833
26-Oct-12,10.2,10.9,10.9,9.7,99.00K,-6.35%,832
25-Oct-12,10.9,11.6,11.7,10.5,84.71K,-6.78%,831
24-Oct-12,11.6,11.6,11.8,11.6,21.77K,0.00%,830
23-Oct-12,11.6,11.7,12,11.4,54.34K,-0.51%,829
22-Oct-12,11.7,11.6,11.8,11.5,37.62K,0.69%,828
21-Oct-12,11.6,11.7,11.8,11.6,9.38K,-0.94%,827
20-Oct-12,11.7,11.7,11.9,11.6,22.11K,0.00%,826
19-Oct-12,11.7,11.9,12,11.6,23.18K,-1.68%,825
18-Oct-12,11.9,11.8,12,11.8,21.88K,1.10%,824
17-Oct-12,11.8,11.9,12,11.7,23.55K,0.00%,823
16-Oct-12,11.9,11.8,12,11.5,41.19K,0.00%,822
15-Oct-12,11.8,11.7,12,11.4,27.10K,0.85%,821
14-Oct-12,11.7,11.9,12,11.5,22.89K,-1.01%,820
13-Oct-12,11.9,12,12.1,11.9,11.86K,-1.17%,819
12-Oct-12,12,12,12.1,11.9,21.54K,0.00%,818
11-Oct-12,12,12.1,12.1,11.9,19.83K,-0.74%,817
10-Oct-12,12.1,11.9,12.2,11.8,27.72K,1.85%,816
9-Oct-12,11.9,11.8,12.4,11.6,46.77K,1.02%,815
8-Oct-12,11.8,11.8,11.9,10.6,97.94K,0.00%,814
7-Oct-12,11.8,12.5,12.6,11.7,63.51K,-5.68%,813
6-Oct-12,12.5,12.7,12.9,12.4,24.67K,-1.42%,812
5-Oct-12,12.7,12.9,13,12.5,31.26K,-1.25%,811
4-Oct-12,12.9,12.9,13.1,12.6,37.95K,0.00%,810
3-Oct-12,12.9,12.8,13,12.7,32.96K,0.39%,809
2-Oct-12,12.8,12.4,12.9,12.3,50.83K,3.55%,808
1-Oct-12,12.4,12.4,12.5,12.3,24.83K,0.00%,807
30-Sep-12,12.4,12.4,12.4,12.3,7.79K,0.00%,806
29-Sep-12,12.4,12.4,12.5,12.2,17.06K,0.00%,805
28-Sep-12,12.4,12.3,12.4,12.1,26.68K,0.65%,804
27-Sep-12,12.3,12.3,12.4,12.2,19.33K,0.00%,803
26-Sep-12,12.3,12.2,12.5,12,23.50K,0.57%,802
25-Sep-12,12.2,12.1,12.2,12,21.23K,0.83%,801
24-Sep-12,12.1,12.2,12.3,11.9,27.29K,-0.74%,800
23-Sep-12,12.2,12.2,12.3,11.6,39.92K,-0.41%,799
22-Sep-12,12.2,12.4,12.4,12.1,14.99K,-1.05%,798
21-Sep-12,12.4,12.3,12.5,12,35.84K,0.73%,797
20-Sep-12,12.3,12.6,12.7,12.3,32.57K,-2.31%,796
19-Sep-12,12.6,12.3,12.7,12.1,41.88K,2.61%,795
18-Sep-12,12.3,11.9,12.4,11.8,40.95K,3.03%,794
17-Sep-12,11.9,11.9,12,11.8,26.61K,0.00%,793
16-Sep-12,11.9,11.8,12,11.7,30.30K,1.02%,792
15-Sep-12,11.8,11.7,11.8,11.6,16.27K,0.69%,791
14-Sep-12,11.7,11.4,11.8,11.3,43.26K,2.37%,790
13-Sep-12,11.4,11.4,11.4,11.2,20.57K,0.00%,789
12-Sep-12,11.4,11.3,11.4,10.8,58.63K,0.00%,788
11-Sep-12,11.3,11.2,11.4,10.9,64.95K,1.43%,787
